;index;Category;Image_link;Discount_icon_text;Item_name;Item_discount_time;Discount_shop_size;Item_price_euro;Item_price_cents;Discount_text_decorator;Discount_facilitator
210;210;Kava, kakava, arbata;https://offers.maxima.lt/media/MarketingOffer/656def80e7e97.png;;"
        Tirpiosios kavos gėrimas NESCAFÉ, 3 rūšių, 1 maiš. (10 pak.)
    ";"
             Iki 12.11
                ";0;1;59;;AČIŪ
211;211;Kava, kakava, arbata;https://offers.maxima.lt/media/MarketingOffer/656def7fe882a.png;;"
        Tirpiosios kavos gėrimas JACOBS ORIGINAL 3 IN 1, 1 pak. (20 vnt.)
    ";"
             Iki 12.11
                ";0;3;29;;AČIŪ
212;212;Kava, kakava, arbata;https://offers.maxima.lt/media/MarketingOffer/656def8130b0d.png;;"
        Juodoji arbata LIPTON YELLOW LABEL, 1 dėž. (25 vnt.)
    ";"
             Iki 12.11
                ";0;1;79;;AČIŪ
213;213;Kava, kakava, arbata;https://offers.maxima.lt/media/MarketingOffer/656def8033557.png;;"
        Arbata IMPRA ROYAL ELIXIR, 2 rūšių, 100 g
    ";"
             Iki 12.11
                ";0;2;15;;AČIŪ
214;214;Kava, kakava, arbata;https://offers.maxima.lt/media/MarketingOffer/656def80a964c.png;;"
        Arbatos koncentratas ŽOLYNĖLIS, 3 rūšių, 520 ml
    ";"
             Iki 12.11
                ";0;4;89;;AČIŪ
215;215;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656d756d9586f.png;1+1;"
        SU PROGRAMĖLE! Šalta arbata NESTEA su persikais, 2 but. x 1,5 l
    ";"
             Iki 12.11
                ";0;1;69;;Tik Su Programele
216;216;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6baacec.png; -50%;"
        Mineraliniam vandeniui TICHĖ
    ";"
             Iki 12.11
                ";0;;;;
217;217;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6aac38d.png;;"
        Lengvai gazuotas natūralus mineralinis vanduo AKVILĖ, 1,5 l
    ";"
             Iki 12.11
                ";0;0;39;;AČIŪ
218;218;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6c7925e.png;;"
        Natūralus mineralinis vanduo RASA, 3 rūšių, 1,5 l
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;0;35;;AČIŪ
219;219;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6b32048.png;;"
        Įvairių vaisių sulčių gėrimas ELMENHORSTER su vitaminais, 1 l
    ";"
             Iki 12.11
                ";0;0;99;;AČIŪ
220;220;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6ce6e6f.png;;"
        Apelsinų sultys CIDO, 1 l
    ";"
             Iki 12.11
                ";0;1;39;;AČIŪ
221;221;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def69aa88f.png;;"
        Raudonųjų greipfrutų nektaras TYMBARK, 1 l
    ";"
             Iki 12.11
                ";0;1;39;;AČIŪ
222;222;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6a6deb4.png;;"
        Gazuotas gėrimas RASA FRUT, 3 rūšių, 2 l
    ";"
             Iki 12.11
                ";0;0;99;;AČIŪ
223;223;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def69ed6c9.png;;"
        Gazuotas gėrimas SPRITE; SPRITE ZERO; FANTA; FANTA ZERO, 4 rūšių, 1,5 l
    ";"
             Iki 12.11
                ";0;0;99;;AČIŪ
224;224;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6c0adb7.png;;"
        GUBERNIJOS duonos gira, 2 rūšių, 500 ml
    ";"
             Iki 12.11
                ";0;0;65;;AČIŪ
225;225;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def6b6e37b.png;;"
        Energinis gėrimas RED BULL, 2 rūšių, 355 ml
    ";"
             Iki 12.11
                ";0;1;49;;AČIŪ
226;226;Gėrimai;https://offers.maxima.lt/media/MarketingOffer/656def78e9382.png; -20%;"
        Nealkoholinis gėrimas MARTINI VIBRANTE, 750 ml
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;11;99;"
                14,99
                €
            ";
227;227;Kūdikių ir vaikų prekės;https://offers.maxima.lt/media/MarketingOffer/656def5f2eb36.png; -40%;"
        Sauskelnės-kelnaitės HUGGIES PANTS, 3 rūšių, 5; 6 dydžiai, 1 pak. (48; 44 vnt.)
    ";"
             Iki 12.11
                ";0;11;55;"
                19,29
                €
            ";
228;228;Kūdikių ir vaikų prekės;https://offers.maxima.lt/media/MarketingOffer/656def9f703e3.png; -30%;"
        Kūdikių košėms MILUPA
    ";"
             Iki 12.11
                ";0;;;;
229;229;Kūdikių ir vaikų prekės;https://offers.maxima.lt/media/MarketingOffer/656defa0e5016.png; -35%;"
        Perkant 2 ar daugiau kūdikių kosmetikos prekių BUBCHEN, taikoma 35 % nuolaida
    ";"
             Iki 12.11
                ";0;;;;AČIŪ
230;230;Prekės gyvūnams;https://offers.maxima.lt/media/MarketingOffer/65708b4797ed6.png; -30%;"
        GYVŪNŲ PREKĖMS
    ";"
             Šį savaitgalį
                ";0;;;;
231;231;Prekės gyvūnams;https://offers.maxima.lt/media/MarketingOffer/656def9d71541.png; -35%;"
        Perkant 2 ar daugiau šunų skanėstų PEDIGREE, taikoma 35 % nuolaida
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;AČIŪ
232;232;Prekės gyvūnams;https://offers.maxima.lt/media/MarketingOffer/656def9f32cb9.png; -35%;"
        Kačių ėdalui PERFECT FIT
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;
233;233;Prekės gyvūnams;https://offers.maxima.lt/media/MarketingOffer/656defa076390.png;1+1;"
        Konservuotas visavertis kačių ėdalas GOURMET GOLD, 13 rūšių, 2 pak. x 85 g
    ";"
             Iki 12.11
                ";0;0;99;;AČIŪ
234;234;Prekės gyvūnams;https://offers.maxima.lt/media/MarketingOffer/656def9ee54bb.png; -35%;"
        Gyvūnų ėdalui ARDOUR
    ";"
             Iki 12.11
                ";0;;;;
235;235;Prekės gyvūnams;https://offers.maxima.lt/media/MarketingOffer/656def9de7420.png; -35%;"
        Gyvūnų ėdalui CLUB 4 PAWS
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;
236;236;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/65708b472d834.png; -40%;"
        KOSMETIKAI IR BURNOS PRIEŽIŪROS PRIEMONĖMS
    ";"
             Šį savaitgalį
                ";0;;;;
237;237;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def696adc8.png;;"
        Higieniniai paketai BELLA PERFECTA ULTRA, 2 rūšių, 1 pak. (20 vnt.)
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;2;79;;AČIŪ
238;238;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def67ebe97.png;;"
        Dantų pasta ECODENTA, 3 rūšių, 100 ml
    ";"
             Iki 12.11
                ";0;1;95;;AČIŪ
239;239;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def686f295.png;;"
        Dantų pasta COLGATE, 3 rūšių, 100 ml
    ";"
             Iki 12.11
                ";0;1;55;;AČIŪ
240;240;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def6d3298a.png;;"
        Micelinis vanduo NIVEA, 3 rūšių, 400 ml
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;5;09;;AČIŪ
241;241;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def6d6f574.png;;"
        Maitinamasis veido kremas NIVEA CARE, 100 ml
    ";"
             Iki 12.11
                ";0;3;19;;AČIŪ
242;242;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def6daa399.png;;"
        Dušo želė PALMOLIVE, 3 rūšių, 500 ml
    ";"
             Iki 12.11
                ";0;3;29;;AČIŪ
243;243;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def6de7bb5.png;;"
        Plaukų šampūnas GLISS, 3 rūšių, 400 ml
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;3;45;;AČIŪ
244;244;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def5b714d7.png;;"
        Plaukų šampūnas HERBAL ESSENCES, 3 rūšių, 380–400 ml
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;5;15;;AČIŪ
245;245;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def5a6fb4c.png;;"
        Plaukų šampūnas; kondicionierius AUSSIE DEEP HYDRATION, 2 rūšių, 200–300 ml
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;6;59;;AČIŪ
246;246;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def5c6e4c2.png;;"
        Plaukų dažai GLISS COLOR, 2 rūšių, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;5;39;;AČIŪ
247;247;Kosmetika ir higiena;https://offers.maxima.lt/media/MarketingOffer/656def5c3629b.png;;"
        Plaukų vaškas; lakas TAFT, 3 rūšių, 75–250 ml
    ";"
             Iki 12.11
                ";0;3;19;;AČIŪ
248;248;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def5baa8c1.png;1+1;"
        Skystasis skalbiklis WOOLITE, 4 rūšių, 2 pak. x 900 ml (15 skalb.)
    ";"
             Iki 12.11
                ";0;5;59;;AČIŪ
249;249;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def5a2fc53.png;;"
        Skystasis audinių skalbiklis BALANCE, 2 rūšių, 1,5 l (25 skalb.)
    ";"
             Iki 12.11
                ";0;4;79;;AČIŪ
250;250;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def5ae5ce8.png; -30%;"
        Skalbiamosios kapsulės; gelis; milteliai PERSIL COLOR, 3 rūšių, 1 pak. (22–38 skalb.)
    ";"
             Iki 12.11
                ";0;9;39;"
                13,49
                €
            ";
251;251;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def5b2fe34.png;;"
        Skalbinių minkštiklis SILAN, 3 rūšių, 1 but. (48–76 skalb.)
    ";"
             Iki 12.11
                ";0;4;49;;AČIŪ
252;252;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def5be5a8d.png; -41%;"
        Ekologiškas indų ploviklis FROSCH GREEN LEMON, 500 ml
    ";"
             Iki 12.11
                ";0;1;05;"
                1,79
                €
            ";
253;253;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def5aaebdf.png;;"
        Indaplovių tabletės FINISH, 3 rūšių, 1 pak. (30–42 vnt.)
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;11;19;;AČIŪ
254;254;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def6eaa50d.png; -40%;"
        Buitinei chemijai CIF
    ";"
             Iki 12.11
                ";0;;;;
255;255;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def6f3532a.png; -40%;"
        Purškiamasis oro gaiviklis AIRWICK PURE, 2 rūšių, 250 ml
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;3;29;"
                5,49
                €
            ";
256;256;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def6ee796a.png; -40%;"
        WC valiklis-gaiviklis BREF, 2 rūšių, 1 pak. (3 vnt. x 50 g)
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;3;39;"
                5,69
                €
            ";
257;257;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def776aaea.png; -50%;"
        Tualetinis popierius FAVORIT ORANGE, 3 sluoksnių, 1 pak. (16 rit.)
    ";"
             Iki 12.11
                ";0;2;79;"
                5,59
                €
            ";
258;258;Buitinė chemija;https://offers.maxima.lt/media/MarketingOffer/656def77aca8c.png; -50%;"
        Popieriniai rankšluosčiai FAVORIT JUMBO, 2 sluoksnių, 1 rit.
    ";"
             Iki 12.11
                ";0;1;49;"
                2,99
                €
            ";
259;259;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/65708b47d5eea.png; -40%;"
        PATALYNEI, ANTKLODĖMS, PAGALVĖMS IR PLEDAMS
    ";"
             Šį savaitgalį
                        , nuo 
                
        ";2;;;;
260;260;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/65708b4821d78.png; -40%;"
        VIRŠUTINIAMS DRABUŽIAMS, AVALYNEI IR ŠLEPETĖMS
    ";"
             Šį savaitgalį
                        , nuo 
                
        ";2;;;;
261;261;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def77e7346.png; -50%;"
        DOVANŲ PAKAVIMO PRIEMONĖMS
    ";"
             Iki 12.11
                ";0;;;;
262;262;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656edd31a12b9.png; -50%;"
        KALĖDINĖMS DEKORACIJOMS, KALĖDINIAMS ŽAISLIUKAMS, GIRLIANDOMS
    ";"
             Iki 12.11
                ";0;;;;
263;263;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656ed04daa1c2.png; -50%;"
        KARNAVALO PREKĖMS
    ";"
             Iki 12.11
                ";0;;;;
264;264;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def76efcfe.png;;"
        Kalėdinė kepurė, 2 spalvų, 28 cm x 40 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;1;19;;AČIŪ
265;265;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def7831046.png;;"
        Folinė girlianda, 3 spalvų, 2 m x 5 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;0;69;;AČIŪ
266;266;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def726c31f.png;;"
        Žvakė stikliniame indelyje, 2 dizainų, 1 vnt.
    ";"
             Iki 12.11
                ";0;1;95;;AČIŪ
267;267;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def713a01c.png;;"
        Namų kvapas su lazdelėmis, 1 rink.
    ";"
             Iki 12.11
                ";0;2;69;;AČIŪ
268;268;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def72a9e2a.png;;"
        Namų kvapo su lazdelėmis ir žvake rinkinys, 2 rūšių, 1 rink.
    ";"
             Iki 12.11
                ";0;5;39;;AČIŪ
269;269;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656ed04dda079.png; -40%;"
        ŽVAKĖMS, ŽVAKIDĖMS, NAMŲ KVAPAMS SU LAZDELĖMIS, STALO SERVETĖLĖMS
    ";"
             Iki 12.11
                ";0;;;;
270;270;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def716e316.png; -40%;"
        KNYGOMS
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;
271;271;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def71e4da7.png;;"
        Kočėlo ir kilimėlio rinkinys UNIWELL, 1 rink.
    ";"
             Iki 12.11
                ";0;8;99;;AČIŪ
272;272;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def7072298.png;;"
        Sausainių formelių rinkinys, 1 rink.
    ";"
             Iki 12.11
                ";0;3;49;;AČIŪ
273;273;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def732e0dd.png;;"
        Kūrybinis rinkinys GRAFIA PLUS, 1 rink. (84 vnt.)
    ";"
             Iki 12.11
                ";0;15;99;;AČIŪ
274;274;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def83e93b1.png;;"
        Dėlionė CLEMENTONI, 1000 detalių, 1 rink.
    ";"
             Iki 12.11
                ";0;5;99;;AČIŪ
275;275;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8272997.png;;"
        Vaikiškas kalėdinis megztinis SEVEN LEMON, 2 dizainų, 122–140 cm, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;8;99;;AČIŪ
276;276;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8370bbf.png;;"
        Kalėdinis megztinis SEVEN LEMON, 2 dizainų, S–XL dydžiai, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;12;99;;AČIŪ
277;277;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def82ea8d0.png; -40%;"
        Pėdkelnėms, puskojinėms ir kojinaitėms INCANTO ir GLAMOUR
    ";"
             Iki 12.11
                ";0;;;;
278;278;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def832f637.png; -50%;"
        Pėdkelnėms, puskojinėms, kojinaitėms PIERRE CARDIN
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;
279;279;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def846e3e2.png; -40%;"
        Apatiniam trikotažui PIERRE CARDIN
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;
280;280;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def81e48b2.png;;"
        Satino patalynės komplektas ELDORADO HOME, 140 x 200 cm; 60 x 60 cm, 2 dizainų, 1 kompl.
    ";"
             Iki 12.11
                ";0;11;99;;AČIŪ
281;281;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def83aa571.png;;"
        Satino paklodė su guma ELDORADO HOME, 160 x 200 +30 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;9;99;;AČIŪ
282;282;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8232357.png;;"
        Spurgyčių keptuvė HENSKE, 1 vnt.
    ";"
             Iki 12.11
                ";0;9;99;;AČIŪ
283;283;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8178674.png;;"
        Smulkintuvas su priedais HENSKE, 1 rink.
    ";"
             Iki 12.11
                ";0;24;99;;AČIŪ
284;284;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def62704b9.png;;"
        Ketaus puodas UNIWELL, 4,6 l, 1 rink.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;29;99;;AČIŪ
285;285;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def6370441.png;;"
        Pjaustymo lentelė ILAJA, 23 x 37 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;1;69;;AČIŪ
286;286;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def62326cb.png;;"
        Silikoninė kanelių kepimo forma UNIWELL, 1 vnt.
    ";"
             Iki 12.11
                ";0;6;99;;AČIŪ
287;287;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def61ac0aa.png;;"
        Kepimo popierius UNIWELL, 20 m x 38 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;1;69;;AČIŪ
288;288;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def62a9ae2.png;;"
        Staltiesė ELDORADO HOME, 140 x 180 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;6;99;;AČIŪ
289;289;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def612ecc4.png;;"
        Staltiesė ELDORADO HOME, 3 spalvų, 130 x 180 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;7;99;;AČIŪ
290;290;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def61e8a41.png;;"
        Staltiesė ILAJA, 2 dizainų, 150 x 250 cm, 1 vnt.
    ";"
             Iki 12.11
                ";0;5;99;;AČIŪ
291;291;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8de95f9.png; -40%;"
        KEPTUVĖMS IR PUODAMS
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;;;;
292;292;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8ff1337.png;;"
        Šakutė; šaukštas; valgomasis peilis; arbatinis šaukštelis UNIWELL, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;0;99;;AČIŪ
293;293;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8d78720.png;;"
        Daugiafunkcė išorinė baterija WESTROM, 1 vnt.
    ";"
             Iki 12.11
                ";0;19;99;;AČIŪ
294;294;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8f6c480.png;;"
        Balta LED juosta HENSKE, 5 m, 1 vnt.
    ";"
             Iki 12.11
                ";0;7;99;;AČIŪ
295;295;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def8e314b7.png;;"
        Projekcinis LED šviestuvas HENSKE, 1 vnt.
    ";"
             Iki 12.11
                ";0;16;99;;AČIŪ
296;296;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5ee9193.png;;"
        Elektrinis pėdų masažuoklis HENSKE, 1 vnt.
    ";"
             Iki 12.11
                ";0;48;99;;AČIŪ
297;297;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5d3144b.png;;"
        Laisvų rankų įranga KENNER, 1 vnt.
    ";"
             Iki 12.11
                ";0;17;99;;AČIŪ
298;298;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5feb662.png;;"
        Oro gaiviklis, 3 rūšių, 1 vnt.
    ";"
             Iki 12.11
                ";0;2;99;;AČIŪ
299;299;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5f6fcd4.png;;"
        Namų kvapas, 3 rūšių, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;11;99;;AČIŪ
300;300;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5e6ff4a.png;;"
        Kilimėlis ELDORADO HOME, 2 spalvų, 60 x 90 cm, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;6;99;;AČIŪ
301;301;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5dac433.png;;"
        Kilimėlis ELDORADO HOME, 60 x 90 cm, 1 vnt.
    ";"
             Iki 12.11
                        , nuo 
                
        ";2;9;99;;AČIŪ
302;302;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5d6d843.png;;"
        Elementai ENERGIZER, AA; AAA, 1,5 V, 1 kompl. (12 vnt.)
    ";"
             Iki 12.11
                ";0;6;99;;AČIŪ
303;303;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5e0b436.png;;"
        Ledą tirpdanti priemonė ROTZ, 500 ml, 1 bak.
    ";"
             Iki 12.11
                ";0;1;99;;AČIŪ
304;304;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656def5ce73ba.png;;"
        Kvepiantys šiukšlių maišai HOME EXPERT, 60 l, 1 pak. (10 vnt.)
    ";"
             Iki 12.11
                ";0;0;99;;AČIŪ
305;305;Pramonės prekės;https://offers.maxima.lt/media/MarketingOffer/656edd31d8454.png; -60%;"
        KALĖDINĖMS DIRBTINĖMS EGLUTĖMS
    ";"
             Iki 12.11
                ";0;;;;
306;306;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21bbb54.png;;"
        Plastikinė Kalėdų eglutės viršūnė ELEMENTS SENSE, 1 vnt.
    ";"
             Iki 12.18
                ";0;1;23;;AČIŪ
307;307;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21daa38.png;;"
        Kalėdų eglutės žaisliukų rinkinys ELEMENTS SENSE, 5 cm, 1 pak. (8 vnt.)
    ";"
             Iki 12.18
                ";0;1;09;;AČIŪ
308;308;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21cac36.png;;"
        Stiklinis Kalėdų eglutės žaisliukas ELEMENTS SENSE, 1 vnt.
    ";"
             Iki 12.18
                ";0;1;69;;AČIŪ
309;309;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf216a7f3.png;;"
        Elektrinė girlianda ELEMENTS SENSE, su baterijomis, 20 LED, 1 vnt.
    ";"
             Iki 12.18
                ";0;1;31;;AČIŪ
310;310;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf218c163.png;;"
        Karoliukų girlianda ELEMENTS SENSE, 2 spalvų, 1 vnt.
    ";"
             Iki 12.18
                ";0;0;99;;AČIŪ
311;311;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf2208402.png;;"
        Kalėdų eglutės žaisliukų rinkinys ELEMENTS SENSE, 2 rūšių, 1 pak. (20 vnt.)
    ";"
             Iki 12.18
                ";0;1;69;;AČIŪ
312;312;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf219a83f.png;;"
        Stikliniai Kalėdų eglutės žaisliukai ELEMENTS SENSE, 1 pak. (6 vnt.)
    ";"
             Iki 12.18
                ";0;1;99;;AČIŪ
313;313;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21aa3b2.png;;"
        Kalėdų eglutės žaisliukai, 4 vnt.
    ";"
             Iki 12.18
                ";0;1;59;;AČIŪ
314;314;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf217bb69.png;;"
        Kalėdų eglutės žaisliukų rinkinys, 2 spalvų, 24 vnt., 6 cm
    ";"
             Iki 12.18
                ";0;4;89;;AČIŪ
315;315;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21eb5ec.png;;"
        Dovanų juostelė, 10 m
    ";"
             Iki 12.18
                ";0;0;16;;AČIŪ
316;316;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf2145729.png;;"
        Kaspinas, priklijuojamas, 7,5 cm
    ";"
             Iki 12.18
                ";0;0;39;;AČIŪ
317;317;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf20e391a.png;;"
        Kalėdinis dovanų maišelis, 30 x 42 x 12 cm
    ";"
             Iki 12.18
                        , nuo 
                
        ";2;0;89;;AČIŪ
318;318;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf2134aac.png;;"
        Dovanų pakavimo popierius, 200 cm x 70 cm
    ";"
             Iki 12.18
                ";0;0;55;;AČIŪ
319;319;Kalėdinės dekoracijos;https://offers.maxima.lt/media/MarketingOffer/656ecf21589c5.png;;"
        Elektrinė girlianda ELEMENTS SENSE, su baterijomis, 20 LED, 1 vnt.
    ";"
             Iki 12.18
                ";0;1;29;;AČIŪ
320;320;Augalai ir jų priežiūros prekės;https://offers.maxima.lt/media/MarketingOffer/656def54a9c3b.png;;"
        Alstremerijų puokštė, 1 puokštė – 7 vnt.
    ";"
             Iki 12.11
                ";0;3;89;;
321;321;Augalai ir jų priežiūros prekės;https://offers.maxima.lt/media/MarketingOffer/656def556bad3.png;;"
        Žydintis kaktusas ŠLUMBERGERA, 1 vaz.
    ";"
             Iki 12.11
                ";0;2;49;;
322;322;Augalai ir jų priežiūros prekės;https://offers.maxima.lt/media/MarketingOffer/656def546f520.png;;"
        Kalėdinė kompozicija, 2 rūšių, 1 vaz.
    ";"
             Iki 12.11
                ";0;1;99;;
